NTS_TILE, NAME, XMIN_LONG, YMAX_LAT
042L15, "Patience Lake", -87, 51
042L16, "La Rose Lake", -86.5, 51
042M01, "Eby Falls", -86.5, 51.25
042M02, "Dusey Lake", -87, 51.25
042M03, "Tyler Lake", -87.5, 51.25
042M04, "Kellow Lake", -88, 51.25
042M05, "Gowie Bay", -88, 51.5
042M06, "Tanti Island", -87.5, 51.5
042M07, "Kagiami Falls", -87, 51.5
042M08, "Big Canoe Lake", -86.5, 51.5
042M09, "Nottik Island", -86.5, 51.75
042M10, "Maxey Lake", -87, 51.75
042M11, "Mcintyre Lake", -87.5, 51.75
042M12, "Tidy Lake", -88, 51.75
042M13, "Stark Lake", -88, 52
042M14, "Sturrock Lake", -87.5, 52
042M15, "Wabassi Falls", -87, 52
042M16, "Sebert Lake", -86.5, 52
042N01, "Cochrane Lake", -84.5, 51.25
042N02, "Coltman Island", -85, 51.25
042N03, "Quantz Lake", -85.5, 51.25
042N04, "Joselin Lake", -86, 51.25
042N05, "Wabimeig Lake", -86, 51.5
042N06, "Chard River", -85.5, 51.5
042N07, " ", -85, 51.5
042N08, " ", -84.5, 51.5
042N09, " ", -84.5, 51.75
042N10, " ", -85, 51.75
042N11, "Muswabik Lake", -85.5, 51.75
042N12, "Stonebasket Island", -86, 51.75
042N13, "Tiffin Lake", -86, 52
042N14, "Napken Lake", -85.5, 52
042N15, " ", -85, 52
042N16, " ", -84.5, 52
042O01, "Agwasuk River", -82.5, 51.25
042O02, "Sandbank Lake", -83, 51.25
042O03, " ", -83.5, 51.25
042O04, "Awagakama River", -84, 51.25
042O05, "Chemahagan River", -84, 51.5
042O06, "Cheepay Island", -83.5, 51.5
042O07, "Rabkin Lake", -83, 51.5
042O08, "Salomaa Creek", -82.5, 51.5
042O09, "Belec Lakes", -82.5, 51.75
042O10, "Brovender River", -83, 51.75
042O11, "Norran Island", -83.5, 51.75
042O12, " ", -84, 51.75
042O13, " ", -84, 52
042O14, "Sand Cherry Island", -83.5, 52
042O15, "Fishing Creek Island", -83, 52
042O16, "Byrd Island", -82.5, 52
042P01, "Thyret Lake", -80.5, 51.25
042P02, "Bushy Island", -81, 51.25
042P03, "Cheepash River", -81.5, 51.25
042P04, "Bedford Creek", -82, 51.25
042P05, "Fulton River", -82, 51.5
042P06, "Hancock Creek", -81.5, 51.5
042P07, Moosonee, -81, 51.5
042P08, "Ship Sands Island", -80.5, 51.5
042P09, "Part Of 042P10", -80.5, 51.75
042P10, "Big Piskwamish Point", -81, 51.75
042P11, "Hean Creek", -81.5, 51.75
042P12, "Kinosheo Lakes", -82, 51.75
042P13, " ", -82, 52
042P14, "Luchan River", -81.5, 52
042P15, "Longridge Point", -81, 52
043A02, "Part Of 043A03", -81, 52.25
043A03, "Nomansland Point", -81.5, 52.25
043A04, "Sinclair Island", -82, 52.25
043A05, "Chickney Channel", -82, 52.5
043A10, "Cape Duncan", -81, 52.75
043A11, "Part Of 043A10", -81.5, 52.75
043A12, "Big Willow River", -82, 52.75
043A13, " ", -82, 53
043A14, " ", -81.5, 53
043A15, "Albert Shoal", -81, 53
043B01, "Biglow Creek", -82.5, 52.25
043B02, "Kidney Lakes", -83, 52.25
043B03, " ", -83.5, 52.25
043B04, "Noluskatsi River", -84, 52.25
043B05, " ", -84, 52.5
043B06, " ", -83.5, 52.5
043B07, " ", -83, 52.5
043B08, "Crotin Lake", -82.5, 52.5
043B09, "Cudmore Creek", -82.5, 52.75
043B10, "Beaver River", -83, 52.75
043B11, " ", -83.5, 52.75
043B12, " ", -84, 52.75
043B13, " ", -84, 53
043B14, " ", -83.5, 53
043B15, "Monument Channel", -83, 53
043B16, Attawapiskat, -82.5, 53
043C01, " ", -84.5, 52.25
043C02, " ", -85, 52.25
043C03, "Kapiskau Lake", -85.5, 52.25
043C04, "Streatfeild Lake", -86, 52.25
043C05, " ", -86, 52.5
043C06, "Missisa Lake", -85.5, 52.5
043C07, " ", -85, 52.5
043C08, " ", -84.5, 52.5
043C09, " ", -84.5, 52.75
043C10, " ", -85, 52.75
043C11, " ", -85.5, 52.75
043C12, " ", -86, 52.75
043C13, " ", -86, 53
043C14, " ", -85.5, 53
043C15, " ", -85, 53
043C16, " ", -84.5, 53
043D01, "Pym Island", -86.5, 52.25
043D02, "Shibley Lake", -87, 52.25
043D03, "Beteau Lake", -87.5, 52.25
043D04, "Richter Lake", -88, 52.25
043D05, "Wapitotem Lake", -88, 52.5
043D06, "Barnhart Lake", -87.5, 52.5
043D07, "Kitchie Lake", -87, 52.5
043D08, "Highbank Lake", -86.5, 52.5
043D09, "Symons Lake", -86.5, 52.75
043D10, "Goods Lake", -87, 52.75
043D11, "Pulham Lake", -87.5, 52.75
043D12, "Abelson Lake", -88, 52.75
043D13, "Kanuchuan Lake", -88, 53
043D14, "Winisk Lake", -87.5, 53
043D15, "Prime Lake", -87, 53
043D16, "Greig Lake", -86.5, 53
043E01, " ", -86.5, 53.25
043E02, " ", -87, 53.25
043E03, "Lastcedar Lake", -87.5, 53.25
043E04, "Tabasokwia Lake", -88, 53.25
043E05, " ", -88, 53.5
043E06, " ", -87.5, 53.5
043E07, " ", -87, 53.5
043E08, " ", -86.5, 53.5
043E09, " ", -86.5, 53.75
043E10, " ", -87, 53.75
043E11, "Tashka Rapids", -87.5, 53.75
043E12, "Straight Lake", -88, 53.75
043E13, "Sourdough Rapids", -88, 54
043E14, "Meggisi Creek", -87.5, 54
043E15, "Bend Rapids", -87, 54
043E16, " ", -86.5, 54
043F01, " ", -84.5, 53.25
043F02, " ", -85, 53.25
043F03, " ", -85.5, 53.25
043F04, " ", -86, 53.25
043F05, " ", -86, 53.5
043F06, " ", -85.5, 53.5
043F07, " ", -85, 53.5
043F08, " ", -84.5, 53.5
043F09, " ", -84.5, 53.75
043F10, " ", -85, 53.75
043F11, " ", -85.5, 53.75
043F12, " ", -86, 53.75
043F13, " ", -86, 54
043F14, " ", -85.5, 54
043F15, " ", -85, 54
043F16, "Opinnagau Lake", -84.5, 54
043G01, " ", -82.5, 53.25
043G02, " ", -83, 53.25
043G03, " ", -83.5, 53.25
043G04, " ", -84, 53.25
043G05, " ", -84, 53.5
043G06, " ", -83.5, 53.5
043G07, " ", -83, 53.5
043G08, "Ekwan Point", -82.5, 53.5
043G09, " ", -82.5, 53.75
043G10, " ", -83, 53.75
043G11, " ", -83.5, 53.75
043G12, " ", -84, 53.75
043G13, "Patchepawapoka Lake", -84, 54
043G14, "Nowashe Lake", -83.5, 54
043G15, " ", -83, 54
043G16, " ", -82.5, 54
043H02, " ", -81, 53.25
043H03, "Houston Point", -81.5, 53.25
043H04, " ", -82, 53.25
043J01, " ", -82.5, 54.25
043J02, " ", -83, 54.25
043J03, " ", -83.5, 54.25
043J04, " ", -84, 54.25
043J05, " ", -84, 54.5
043J06, " ", -83.5, 54.5
043J07, " ", -83, 54.5
043J08, " ", -82.5, 54.5
043J09, "Big Owl Creek", -82.5, 54.75
043J10, " ", -83, 54.75
043J11, " ", -83.5, 54.75
043J12, " ", -84, 54.75
043J13, " ", -84, 55
043J14, " ", -83.5, 55
043J15, " ", -83, 55
043J16, "Hook Point", -82.5, 55
043K01, " ", -84.5, 54.25
043K02, " ", -85, 54.25
043K03, " ", -85.5, 54.25
043K04, "Shamattawa Lake", -86, 54.25
043K05, " ", -86, 54.5
043K06, " ", -85.5, 54.5
043K07, "Sutton Narrows", -85, 54.5
043K08, " ", -84.5, 54.5
043K09, " ", -84.5, 54.75
043K10, "Warchesku Lake", -85, 54.75
043K11, " ", -85.5, 54.75
043K12, " ", -86, 54.75
043K13, " ", -86, 55
043K14, " ", -85.5, 55
043K15, " ", -85, 55
043K16, " ", -84.5, 55
043L01, " ", -86.5, 54.25
043L02, " ", -87, 54.25
043L03, " ", -87.5, 54.25
043L04, " ", -88, 54.25
043L05, "Moshikopaw Lake", -88, 54.5
043L06, " ", -87.5, 54.5
043L07, " ", -87, 54.5
043L08, " ", -86.5, 54.5
043L09, " ", -86.5, 54.75
043L10, " ", -87, 54.75
043L11, "Banipatau Creek", -87.5, 54.75
043L12, "Stout Creek", -88, 54.75
043L13, "Burning River", -88, 55
043L14, " ", -87.5, 55
043L15, "Winino Creek", -87, 55
043L16, " ", -86.5, 55
043M01, " ", -86.5, 55.25
043M02, " ", -87, 55.25
043M03, "Shagamu Lake", -87.5, 55.25
043M04, " ", -88, 55.25
043M05, " ", -88, 55.5
043M06, " ", -87.5, 55.5
043M07, " ", -87, 55.5
043M08, " ", -86.5, 55.5
043M09, " ", -86.5, 55.75
043M10, " ", -87, 55.75
043M11, " ", -87.5, 55.75
043M12, " ", -88, 55.75
043M13, "Sugar Island", -88, 56
043M14, " ", -87.5, 56
043M15, " ", -87, 56
043M16, " ", -86.5, 56
043N01, "Burntpoint Creek", -84.5, 55.25
043N02, " ", -85, 55.25
043N03, Peawanuck, -85.5, 55.25
043N04, " ", -86, 55.25
043N05, " ", -86, 55.5
043N06, "Flagstaff Point", -85.5, 55.5
043N07, "Oman Point", -85, 55.5
043N08, "Part Of 043N01", -84.5, 55.5
043N12, " ", -86, 55.75
043O01, " ", -82.5, 55.25
043O02, " ", -83, 55.25
043O03, " ", -83.5, 55.25
043O04, "Little Cape", -84, 55.25
043O05, "Part Of 043O04", -84, 55.5
043O06, " ", -83.5, 55.5
043O07, " ", -83, 55.5
043P16, "Revillon Island", -80.5, 56
044A01, " ", -80.5, 56.25
044A08, "Part Of 034D05", -80.5, 56.5
044D03, "Part Of 044D04", -87.5, 56.25
044D04, " ", -88, 56.25
044D05, " ", -88, 56.5
045H09, " ", -80.5, 61.75
045H16, " ", -80.5, 62
045I01, " ", -80.5, 62.25
045I08, " ", -80.5, 62.5
045I12, " ", -82, 62.75
045I13, " ", -82, 63
045J02, " ", -83, 62.25
045J03, " ", -83.5, 62.25
045J04, " ", -84, 62.25
045J05, " ", -84, 62.5
045J06, " ", -83.5, 62.5
045J07, " ", -83, 62.5
045J08, " ", -82.5, 62.5
045J09, " ", -82.5, 62.75
045J10, " ", -83, 62.75
045J11, " ", -83.5, 62.75
045J12, " ", -84, 62.75
045J13, " ", -84, 63
045J14, " ", -83.5, 63
045J15, " ", -83, 63
045J16, " ", -82.5, 63
045M09, " ", -86.5, 63.75
045M10, " ", -87, 63.75
045M11, " ", -87.5, 63.75
045M14, " ", -87.5, 64
045M15, " ", -87, 64
045M16, " ", -86.5, 64
045N02, " ", -85, 63.25
045N03, " ", -85.5, 63.25
045N04, " ", -86, 63.25
045N05, " ", -86, 63.5
045N06, " ", -85.5, 63.5
045N07, " ", -85, 63.5
045N08, " ", -84.5, 63.5
045N09, " ", -84.5, 63.75
045N10, " ", -85, 63.75
045N11, " ", -85.5, 63.75
045N12, " ", -86, 63.75
045N13, " ", -86, 64
045N14, " ", -85.5, 64
045N15, " ", -85, 64
045N16, " ", -84.5, 64
045O02, " ", -83, 63.25
045O05, " ", -84, 63.5
045O09, "Native Point", -82.5, 63.75
045O10, "Part Of 045O09", -83, 63.75
045O12, "Maurice Point", -84, 63.75
045O13, "Renny Point", -84, 64
045O14, "Prairie Point", -83.5, 64
045O15, "Native Bay", -83, 64
045O16, " ", -82.5, 64
045P06, " ", -81.5, 63.5
045P07, " ", -81, 63.5
045P09, " ", -80.5, 63.75
045P10, " ", -81, 63.75
045P11, " ", -81.5, 63.75
045P12, " ", -82, 63.75
045P13, " ", -82, 64
045P14, " ", -81.5, 64
045P15, " ", -81, 64
045P16, " ", -80.5, 64
046A02, " ", -81, 64.25
046A03, " ", -81.5, 64.25
046A04, " ", -82, 64.25
046A05, " ", -82, 64.5
046A12, " ", -82, 64.75
046B01, "Akogotiak Hill", -82.5, 64.25
046B02, "Big Corner Cliff", -83, 64.25
046B03, "Coral Harbour", -83.5, 64.25
046B04, "Rocky Brook", -84, 64.25
046B05, "Mount Scotch Tom", -84, 64.5
046B06, "Post River", -83.5, 64.5
046B07, "The Shoulder", -83, 64.5
046B08, "Teshikalik Lake", -82.5, 64.5
046B09, " ", -82.5, 64.75
046B10, " ", -83, 64.75
046B11, " ", -83.5, 64.75
046B12, " ", -84, 64.75
046B13, " ", -84, 65
046B14, " ", -83.5, 65
046B15, " ", -83, 65
046B16, " ", -82.5, 65
046C01, " ", -84.5, 64.25
046C02, " ", -85, 64.25
046C03, " ", -85.5, 64.25
046C04, " ", -86, 64.25
046C05, " ", -86, 64.5
046C06, " ", -85.5, 64.5
046C07, " ", -85, 64.5
046C08, " ", -84.5, 64.5
046C09, " ", -84.5, 64.75
046C10, " ", -85, 64.75
046C11, " ", -85.5, 64.75
046C12, " ", -86, 64.75
046C13, " ", -86, 65
046C14, " ", -85.5, 65
046C15, " ", -85, 65
046C16, " ", -84.5, 65
046D01, " ", -86.5, 64.25
046D02, " ", -87, 64.25
046D04, " ", -88, 64.25
046D05, "Yellow Bluff", -88, 64.5
046D08, " ", -86.5, 64.5
046D09, " ", -86.5, 64.75
046D11, "Kamarvik Harbour", -87.5, 64.75
046D12, " ", -88, 64.75
046D13, "Meen Lake", -88, 65
046D14, " ", -87.5, 65
046D15, "Part Of 046D14", -87, 65
046D16, " ", -86.5, 65
046E01, " ", -86.5, 65.25
046E02, "Nuvuk Point", -87, 65.25
046E03, "Cape Dobbs", -87.5, 65.25
046E04, " ", -88, 65.25
046E05, " ", -88, 65.5
046E06, "Cape Montague", -87.5, 65.5
046E07, "Part Of 046E10", -87, 65.5
046E08, "Battery Bay", -86.5, 65.5
046E09, "Why-Nee-Yulik Point", -86.5, 65.75
046E10, "Umiijarvik Point", -87, 65.75
046E11, " ", -87.5, 65.75
046E12, " ", -88, 65.75
046E13, " ", -88, 66
046E14, " ", -87.5, 66
046E15, "Tassikadlak Lake", -87, 66
046E16, "Smooth Rock Point", -86.5, 66
046F01, " ", -84.5, 65.25
046F02, " ", -85, 65.25
046F03, " ", -85.5, 65.25
046F04, " ", -86, 65.25
046F05, " ", -86, 65.5
046F06, " ", -85.5, 65.5
046F07, " ", -85, 65.5
046F08, " ", -84.5, 65.5
046F09, " ", -84.5, 65.75
046F10, " ", -85, 65.75
046F11, " ", -85.5, 65.75
046F12, " ", -86, 65.75
046F13, " ", -86, 66
046F14, " ", -85.5, 66
046F15, " ", -85, 66
046F16, " ", -84.5, 66
046G03, " ", -83.5, 65.25
046G04, " ", -84, 65.25
046G11, " ", -83.5, 65.75
046G12, " ", -84, 65.75
046G13, " ", -84, 66
046G14, " ", -83.5, 66
046I13, "Freuchen Bay", -82, 67
046I14, "Part Of 046I13", -81.5, 67
046J02, "Part Of 046J03", -83, 66.25
046J03, "Winter Island", -83.5, 66.25
046J04, "Sturges Bourne Is", -84, 66.25
046J05, "Allison Bluff", -84, 66.5
046J06, "Hoppner Strait", -83.5, 66.5
046J07, "Crawford Island", -83, 66.5
046J09, "Palmer Bay", -82.5, 66.75
046J10, "Adderley Bluff", -83, 66.75
046J11, " ", -83.5, 66.75
046J12, "Bay Of Shoals", -84, 66.75
046J13, "Hoppner Inlet", -84, 67
046J14, " ", -83.5, 67
046J15, " ", -83, 67
046J16, " ", -82.5, 67
046K01, "Georgina Island", -84.5, 66.25
046K02, "Bushnan Island", -85, 66.25
046K03, "Cape Frigid", -85.5, 66.25
046K04, "Beach Point", -86, 66.25
046K05, "Harbour Islands", -86, 66.5
046K06, "Hall Islands", -85.5, 66.5
046K07, "Palmated Bay", -85, 66.5
046K08, "Gore Bay", -84.5, 66.5
046K09, "Cape Reid", -84.5, 66.75
046K10, " ", -85, 66.75
046K11, " ", -85.5, 66.75
046K12, " ", -86, 66.75
046K13, " ", -86, 67
046K14, "Tasers Lake", -85.5, 67
046K15, "Sherer Inlet", -85, 67
046K16, "Norman Inlet", -84.5, 67
046L01, "Cape Hope", -86.5, 66.25
046L02, "Tasialuk Lake", -87, 66.25
046L03, " ", -87.5, 66.25
046L04, " ", -88, 66.25
046L05, " ", -88, 66.5
046L06, " ", -87.5, 66.5
046L07, "Qavirajarjuaq Hill", -87, 66.5
046L08, "Tuluarvik Island", -86.5, 66.5
046L09, "Repulse Bay", -86.5, 66.75
046L10, "North Pole Lake", -87, 66.75
046L11, "Christie Lake South", -87.5, 66.75
046L12, " ", -88, 66.75
046L13, " ", -88, 67
046L14, "Christie Lake North", -87.5, 67
046L15, "Wilson Lake North", -87, 67
046L16, " ", -86.5, 67
046M01, " ", -86.5, 67.25
046M02, "Munroe Inlet", -87, 67.25
046M03, "Ross Inlet", -87.5, 67.25
046M04, "Saputit Lake", -88, 67.25
046M05, "Cape Lady Pelly", -88, 67.5
046M06, "Cape Simpson", -87.5, 67.5
046M07, "Cape Watt", -87, 67.5
046M08, " ", -86.5, 67.5
046M09, "Matheson River", -86.5, 67.75
046M10, "Sabine Island", -87, 67.75
046M12, "Swanston Point", -88, 67.75
046M15, "Wales Island", -87, 68
046M16, "Erlandson Bay", -86.5, 68
046N01, "Ulualuk Lake", -84.5, 67.25
046N02, "Tuurvik Lake", -85, 67.25
046N03, "Niuninga Lake", -85.5, 67.25
046N04, " ", -86, 67.25
046N05, " ", -86, 67.5
046N06, " ", -85.5, 67.5
046N07, " ", -85, 67.5
046N08, "Qukiutitalik Lake", -84.5, 67.5
046N09, " ", -84.5, 67.75
046N10, " ", -85, 67.75
046N11, " ", -85.5, 67.75
046N12, " ", -86, 67.75
046N13, " ", -86, 68
046N14, " ", -85.5, 68
046N15, " ", -85, 68
046N16, " ", -84.5, 68
046O01, " ", -82.5, 67.25
046O02, "Naguak Lake", -83, 67.25
046O03, " ", -83.5, 67.25
046O04, " ", -84, 67.25
046O05, " ", -84, 67.5
046O06, " ", -83.5, 67.5
046O07, " ", -83, 67.5
046O08, " ", -82.5, 67.5
046O09, " ", -82.5, 67.75
046O10, " ", -83, 67.75
046O11, " ", -83.5, 67.75
046O12, " ", -84, 67.75
046O13, " ", -84, 68
046O14, " ", -83.5, 68
046O15, " ", -83, 68
046O16, " ", -82.5, 68
046P03, " ", -81.5, 67.25
046P04, "Quartzite Lake", -82, 67.25
046P05, " ", -82, 67.5
046P06, "Cape Penrhyn", -81.5, 67.5
046P11, "Cape Robert Brown", -81.5, 67.75
046P12, " ", -82, 67.75
046P13, "Mccaig Bay", -82, 68
047A02, " ", -82, 68.25
047A03, "Amitoke Peninsula", -83, 68.25
047A04, " ", -84, 68.25
047A05, " ", -84, 68.5
047A06, "Roche Bay", -83, 68.5
047A07, "South Ooglit Island", -82, 68.5
047A10, "Iligliak Point", -82, 68.75
047A11, "Walrus Island", -83, 68.75
047A12, "Sarcpa Lake", -84, 68.75
047A13, " ", -84, 69
047A14, " ", -83, 69
047A15, "Hall Beach", -82, 69
047B01, "Souter Lake", -85, 68.25
047B02, "Folster Lake", -86, 68.25
047B03, "Wales Island North", -87, 68.25
047B04, "Cape James Anderson", -88, 68.25
047B05, "Clouston Point", -88, 68.5
047B06, " ", -87, 68.5
047B07, "Mackar Inlet", -86, 68.5
047B08, " ", -85, 68.5
047B09, " ", -85, 68.75
047B10, "Cape Mcloughlin", -86, 68.75
047B12, " ", -88, 68.75
047B13, "Part Of 057A16", -88, 69
047B15, "Garry Bay", -86, 69
047B16, " ", -85, 69
047C01, "Blacks Inlet", -85, 69.25
047C02, "Honeyman Island", -86, 69.25
047C07, "Cape Crozier", -86, 69.5
047C08, " ", -85, 69.5
047C09, "Grinnell Lake", -85, 69.75
047C10, "Cape Ellice", -86, 69.75
047C14, " ", -87, 70
047C15, "Cape Englefield", -86, 70
047C16, "East Cape", -85, 70
047D02, "Pinger Point", -82, 69.25
047D03, " ", -83, 69.25
047D04, " ", -84, 69.25
047D05, "Tremblay Lake", -84, 69.5
047D06, "Coxe Islands", -83, 69.5
047D07, "Igloolik Island", -82, 69.5
047D08, " ", -81, 69.5
047D09, " ", -81, 69.75
047D10, "Part Of 047D07 And 11", -82, 69.75
047D11, "Richards Bay", -83, 69.75
047D12, "Quilliam Bay", -84, 69.75
047D13, " ", -84, 70
047D14, " ", -83, 70
047D15, " ", -82, 70
047D16, " ", -81, 70
047E01, " ", -81, 70.25
047E02, " ", -82, 70.25
047E03, " ", -83, 70.25
047E04, " ", -84, 70.25
047E05, " ", -84, 70.5
047E06, " ", -83, 70.5
047E07, " ", -82, 70.5
047E08, " ", -81, 70.5
047E09, " ", -81, 70.75
047E10, " ", -82, 70.75
047E11, " ", -83, 70.75
047E12, " ", -84, 70.75
047E13, " ", -84, 71
047E14, " ", -83, 71
047E15, " ", -82, 71
047E16, " ", -81, 71
047F01, "Whyte Inlet", -85, 70.25
047F02, " ", -86, 70.25
047F03, " ", -87, 70.25
047F04, " ", -88, 70.25
047F05, " ", -88, 70.5
047F06, " ", -87, 70.5
047F07, " ", -86, 70.5
047F08, " ", -85, 70.5
047F09, " ", -85, 70.75
047F10, " ", -86, 70.75
047F11, " ", -87, 70.75
047F12, " ", -88, 70.75
047F13, " ", -88, 71
047F14, " ", -87, 71
047F15, " ", -86, 71
047F16, " ", -85, 71
047G01, " ", -85, 71.25
047G02, " ", -86, 71.25
047G03, " ", -87, 71.25
047G04, " ", -88, 71.25
047G05, " ", -88, 71.5
047G06, " ", -87, 71.5
047G07, " ", -86, 71.5
047G08, " ", -85, 71.5
047G09, " ", -85, 71.75
047G10, " ", -86, 71.75
047G11, " ", -87, 71.75
047G12, " ", -88, 71.75
047G13, " ", -88, 72
047G14, " ", -87, 72
047G15, " ", -86, 72
047G16, " ", -85, 72
047H01, " ", -81, 71.25
047H02, " ", -82, 71.25
047H03, " ", -83, 71.25
047H04, " ", -84, 71.25
047H05, " ", -84, 71.5
047H06, " ", -83, 71.5
047H07, " ", -82, 71.5
047H08, " ", -81, 71.5
047H09, " ", -81, 71.75
047H10, " ", -82, 71.75
047H11, " ", -83, 71.75
047H12, " ", -84, 71.75
047H13, " ", -84, 72
047H14, " ", -83, 72
047H15, " ", -82, 72
047H16, "Krag Mountains", -81, 72
048A01, "Bruce Head", -81, 72.25
048A02, " ", -82, 72.25
048A03, " ", -83, 72.25
048A04, " ", -84, 72.25
048A05, " ", -84, 72.5
048A06, " ", -83, 72.5
048A07, " ", -82, 72.5
048A08, "Milne Inlet", -81, 72.5
048A09, "Alfred Point", -81, 72.75
048A10, " ", -82, 72.75
048A11, "Alpha River", -83, 72.75
048A12, " ", -84, 72.75
048A13, " ", -84, 73
048A14, " ", -83, 73
048A15, " ", -82, 73
048A16, " ", -81, 73
048B01, " ", -85, 72.25
048B02, " ", -86, 72.25
048B03, " ", -87, 72.25
048B04, " ", -88, 72.25
048B05, " ", -88, 72.5
048B06, " ", -87, 72.5
048B07, "Red Valley", -86, 72.5
048B08, "Fabricius Fiord", -85, 72.5
048B09, "Mount Podolsky", -85, 72.75
048B10, "Levasseur Inlet", -86, 72.75
048B11, " ", -87, 72.75
048B12, " ", -88, 72.75
048B13, " ", -88, 73
048B14, " ", -87, 73
048B15, "Cape Cunningham", -86, 73
048B16, "Adams Sound", -85, 73
048C01, "Silt Point", -85, 73.25
048C02, "Uluksan Peninsula", -86, 73.25
048C03, " ", -87, 73.25
048C04, " ", -88, 73.25
048C05, " ", -88, 73.5
048C06, " ", -87, 73.5
048C07, " ", -86, 73.5
048C08, "Ship Point", -85, 73.5
048C09, "Cape Crauford", -85, 73.75
048C10, " ", -86, 73.75
048C11, " ", -87, 73.75
048C12, "Peak Valley", -88, 73.75
048C13, "Cape York", -88, 74
048C14, "Sargent Point", -87, 74
048C15, " ", -86, 74
048C16, " ", -85, 74
048D01, "Tuluria Mountain", -81, 73.25
048D02, "Ikkarlak Glacier", -82, 73.25
048D03, "Military Survey Mtn.", -83, 73.25
048D04, " ", -84, 73.25
048D05, "Elwin Inlet", -84, 73.5
048D06, " ", -83, 73.5
048D07, "Kilutea River", -82, 73.5
048D08, "Canada Point", -81, 73.5
048D09, "Wollaston Islands", -81, 73.75
048D10, "Bluff Head", -82, 73.75
048D11, "Cape Charles Yorke", -83, 73.75
048D12, "Cape Joy", -84, 73.75
048D16, "Part Of 048D09 Map", -81, 74
048E06, "Part Of 048E11", -83, 74.5
048E07, "Part Of 048E10", -82, 74.5
048E09, "Hope Monument", -81, 74.75
048E10, "Phoenix Head", -82, 74.75
048E11, "Dundas Harbour", -83, 74.75
048E12, "Cape Rosamond", -84, 74.75
048E13, " ", -84, 75
048E14, " ", -83, 75
048E15, " ", -82, 75
048E16, "Bethune Inlet", -81, 75
048F05, " ", -88, 74.5
048F06, "Cape Pyramid", -87, 74.5
048F07, "Part Of 048F10", -86, 74.5
048F08, "Part Of 048F09", -85, 74.5
048F09, "Cape Bullen", -85, 74.75
048F10, " ", -86, 74.75
048F11, " ", -87, 74.75
048F12, " ", -88, 74.75
048F13, " ", -88, 75
048F14, " ", -87, 75
048F15, " ", -86, 75
048F16, " ", -85, 75
048G01, " ", -85, 75.25
048G02, " ", -86, 75.25
048G03, " ", -87, 75.25
048G04, " ", -88, 75.25
048G05, " ", -88, 75.5
048G06, " ", -87, 75.5
048G07, " ", -86, 75.5
048G08, " ", -85, 75.5
048G09, " ", -85, 75.75
048G10, " ", -86, 75.75
048G11, " ", -87, 75.75
048G12, " ", -88, 75.75
048G16, " ", -85, 76
048H01, " ", -81, 75.25
048H02, " ", -82, 75.25
048H03, " ", -83, 75.25
048H04, " ", -84, 75.25
048H05, " ", -84, 75.5
048H06, " ", -83, 75.5
048H07, " ", -82, 75.5
048H08, " ", -81, 75.5
048H09, " ", -81, 75.75
048H10, " ", -82, 75.75
048H11, " ", -83, 75.75
048H12, " ", -84, 75.75
048H13, " ", -84, 76
048H14, " ", -83, 76
048H15, " ", -82, 76
049A01, " ", -81, 76.25
049A02, " ", -82, 76.25
049A05, Skerries, -84, 76.5
049A06, "Grise Fiord", -83, 76.5
049A07, " ", -82, 76.5
049A08, " ", -81, 76.5
049A09, " ", -81, 76.75
049A10, " ", -82, 76.75
049A11, "Fielder Point", -83, 76.75
049A12, " ", -84, 76.75
049A13, " ", -84, 77
049A14, " ", -83, 77
049A15, " ", -82, 77
049A16, " ", -81, 77
049B05, " ", -88, 76.5
049B06, " ", -87, 76.5
049B07, " ", -86, 76.5
049B08, " ", -85, 76.5
049B09, " ", -85, 76.75
049B10, " ", -86, 76.75
049B11, " ", -87, 76.75
049B12, " ", -88, 76.75
049B13, " ", -88, 77
049B14, " ", -87, 77
049B15, " ", -86, 77
049B16, " ", -85, 77
049C01, " ", -85, 77.25
049C02, " ", -86, 77.25
049C03, " ", -87, 77.25
049C04, " ", -88, 77.25
049C05, " ", -88, 77.5
049C06, " ", -87, 77.5
049C07, " ", -86, 77.5
049C08, " ", -85, 77.5
049C09, " ", -85, 77.75
049C10, " ", -86, 77.75
049C11, " ", -87, 77.75
049C12, " ", -88, 77.75
049C13, " ", -88, 78
049C14, " ", -87, 78
049C15, " ", -86, 78
049C16, " ", -85, 78
049D01, " ", -81, 77.25
049D02, " ", -82, 77.25
049D03, " ", -83, 77.25
049D04, " ", -84, 77.25
049D05, " ", -84, 77.5
049D06, " ", -83, 77.5
049D07, " ", -82, 77.5
049D08, " ", -81, 77.5
049D09, " ", -81, 77.75
049D10, " ", -82, 77.75
049D11, " ", -83, 77.75
049D12, " ", -84, 77.75
049D13, " ", -84, 78
049D14, " ", -83, 78
049D15, " ", -82, 78
049D16, " ", -81, 78
049E01, " ", -81, 78.25
049E02, " ", -82, 78.25
049E03, " ", -83, 78.25
049E04, " ", -84, 78.25
049E05, " ", -84, 78.5
049E06, " ", -83, 78.5
049E07, " ", -82, 78.5
049E08, " ", -81, 78.5
049E09, " ", -81, 78.75
049E10, " ", -82, 78.75
049E11, " ", -83, 78.75
049E12, " ", -84, 78.75
049E13, " ", -84, 79
049E14, " ", -83, 79
049E15, " ", -82, 79
049E16, " ", -81, 79
049F01, " ", -85, 78.25
049F02, " ", -86, 78.25
